"Round 1","Round 2","Round 3","Round 4","Cell type number","Final cell type","X","Y","CD31...vasculature.Cyc_19_ch_3","CD34...vasculature.Cyc_20_ch_3","Cytokeratin...epithelia.Cyc_10_ch_2","aSMA...smooth.muscle.Cyc_11_ch_2","Podoplanin...lymphatics.Cyc_19_ch_4","CD45...hematopoietic.cells.Cyc_4_ch_2","CD15...granulocytes.Cyc_14_ch_2","CD3...T.cells.Cyc_16_ch_4","CD20...B.cells.Cyc_8_ch_3","CD11c...DCs.Cyc_12_ch_3","CD163...macrophages.Cyc_17_ch_3","CD68...macrophages.Cyc_18_ch_4","CD38...multifunctional.Cyc_20_ch_4","CD56...NK.cells.Cyc_10_ch_4","CD8...cytotoxic.T.cells.Cyc_3_ch_2","CD4...T.helper.cells.Cyc_6_ch_3","CD45RO...memory.cells.Cyc_18_ch_3","FOXP3...regulatory.T.cells.Cyc_2_ch_3"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","561","850","0","45.88492203","0","2571.130127","42.83669662","0","0","29.12867928","0.000164","20.7581768","287.6315308","257.1941528","193.4698029","435.506897","0","74.11490631","0","332.3766479"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","581","114","0","54.43989563","0","1699.017456","38.25996399","0","0","0","0","0","751.7398682","247.6079407","66.91677094","179.1617126","71.05833435","0","0","0"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","559","1286","0.099692069","191.5719757","0","3693.574707","40.85450363","0.015396459","0","82.38144684","0","42.98960876","419.3317871","521.3129272","356.2983093","831.7374878","191.7482605","140.4688263","605.4884644","313.1508789"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","581","226","1.082473755","36.91994858","0.303849578","7986.120117","44.57680511","10.88559532","49.61388397","103.2192993","0.046636149","49.87462616","321.6726685","1446.588013","285.8674927","340.3221741","117.3265457","66.57550049","1339.535645","194.9146423"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","585","11","0","35.41792679","0","5194.763672","52.75176239","0","0","34.12516022","0","41.88534927","128.3431549","206.2177429","192.8123016","414.7173767","0","0","0","6.478169918"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","565","678","0","117.5526581","0","2905.2146","85.06956482","0.002898551","0","99.86859894","0","21.1845417","147.7768097","448.6376953","348.0628052","645.0396118","351.7314148","192.9932404","984.5652466","380.2193298"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","576","440","15.78173923","161.8318939","0","3708.781738","64.4600296","0","0","118.1371155","0.002249641","38.309021","188.3601685","461.9212646","353.9941711","579.9074707","211.472641","123.8113174","1242.676392","306.134613"
"immune cells","Unknown","Unknown","Unknown","5","immune cells","586","72","0","39.66593552","0","2239.624023","166.4288635","45.92681122","0","216.5904083","3.56e-06","132.1045074","389.7851868","576.867981","250.4049225","356.0625305","608.7610474","0","782.4293213","0"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","582","662","0","88.15740967","0","3061.129395","80.64859772","0","0","96.01306152","0","15.31874561","155.4513397","402.0143738","319.142395","470.5930786","211.973877","144.8856964","2264.358643","264.93927"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","587","713","0","22.79932404","0","1349.233887","54.56023407","0.00109961","0","69.42276001","0","12.61752701","84.84563446","278.6754761","183.5478058","483.4966431","104.1859589","96.50384521","293.8866272","180.7556152"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","588","789","0","9.238631248","0","2091.410156","52.52256775","0","0","89.83509064","0","0","27.28971672","361.1128845","255.5642395","713.5916748","84.40592957","100.6310272","130.0610504","140.4613647"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","591","416","0.036873281","79.00357056","0.370293796","5272.590332","53.599823","0","1.848379612","86.48042297","0.008159694","89.1213913","299.64505","343.2573547","262.6750793","367.4816589","309.3591309","143.8464661","495.7113037","488.2579651"
"immune cells","Unknown","Unknown","Unknown","5","immune cells","572","781","12.49157238","248.2505035","1.13346374","168.3335114","151.6350708","122.8481827","0.035850625","103.5968399","0.026455121","129.161911","348.3799438","171.7518311","226.1859131","413.9552612","329.4250183","148.052002","948.1715698","329.4038696"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","594","576","3.208653212","445.1795349","0","1703.191772","154.1524353","1.112637997","0","76.88765717","0","129.5918427","307.5985107","190.7871094","136.9748077","259.4784546","0","170.261261","1061.845947","405.0205994"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","607","277","9.925862312","25.67325592","0.361368299","3276.82959","9.032141685","0","64.21702576","0","0.001063398","9.942811012","139.5818176","614.0831909","250.9339905","249.3549957","105.3008881","0","226.9907227","151.7182007"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","576","1252","1.575839043","349.7865906","0.019545371","2841.708008","50.56183624","0.073253006","0","83.7395401","0","93.49458313","661.4240112","221.6016846","227.2219391","634.8251953","201.1122742","118.6287003","1687.533447","389.0964966"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","603","641","0.117965691","108.5483017","0","3163.730957","48.98826218","0.021065302","0","100.8522415","0","32.28799438","157.7809143","347.0021057","287.4074707","479.3478699","184.0003052","107.6220245","789.78125","327.8648682"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","611","694","0.238218293","45.98241806","0","1506.608643","69.77033234","0.155402407","0","78.69337463","0","58.24284363","221.1091919","207.5745697","161.321228","469.16922","128.722702","124.4343033","623.1768188","317.0052185"
"immune cells","CD15+ granulocytes","Unknown","Unknown","7","CD15+ granulocytes","619","303","12.26024723","56.04140091","1.19001174","2252.138184","55.87869263","37.21281433","44.6889801","48.62138367","0","36.44734573","222.9084167","727.4486694","832.7084351","407.7680359","170.6541595","0","565.2938232","218.5097961"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","586","1270","0","73.91400146","0","2681.540039","31.87495422","0.066541396","0","63.73737335","0","22.50327682","89.69776917","302.7654419","294.295105","707.3950806","122.9631729","54.71084213","1126.57251","234.437149"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","606","715","0.407363504","88.57910919","0","2533.972168","48.31179428","0","0","73.17673492","0","35.20029068","144.0790405","267.1469421","194.947464","360.5074768","56.66490173","52.19064331","113.5648651","237.0093994"
"Unknown","Unknown","Unknown","Unknown","0","Unknown","610","963","62.20878601","268.5754395","4.370454788","265.3605347","520.255127","0","1.222169638","1.316249132","1.383005142","159.4138947","361.745697","203.842514","238.4855499","215.4893188","238.2359161","0","569.5817871","390.6546021"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","625","263","0","48.4198494","0","1072.207764","18.12661362","28.0808506","17.99722862","20.84877205","0","302.7734985","423.1260986","738.2702026","591.6976318","299.9628601","375.2399597","53.07256699","1264.280518","286.9831543"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","639","50","0","15.21715832","0","8007.470215","0","0","0","72.30866241","0","16.19755936","0","410.892334","262.1358337","297.1476746","140.4141846","45.88048172","0","115.6067734"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","618","1270","2.652551174","474.411377","0.008679642","1491.582275","47.66780472","0.044713307","0","93.39295197","0","109.6591263","519.87323","451.8919067","204.6804352","644.7438354","186.4597626","235.6451874","1312.656738","402.2740784"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","632","245","0","21.19611168","0","1647.111206","82.29063416","0","10.54685593","0","0.05478292","0","0","0","0","325.1854553","0","0","0","189.4358521"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","640","312","0","91.98259735","0","2287.763672","61.85542297","14.67068291","0","75.80321503","0","6.409638405","85.72557068","609.0448608","317.532135","532.3761597","139.1124573","66.03681183","2601.203369","179.2175293"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","630","1115","16.9750042","325.5852356","0.312048435","3240.790771","187.6176453","0.192149967","0.061901972","78.72602844","0","59.93888092","197.4206238","272.7916565","266.7723083","361.2071838","161.5321198","51.10349655","638.1687012","210.0296783"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","635","1241","0","351.9005737","0","3024.054932","37.39432526","0","16.69165802","65.43780518","0","51.6071701","262.409668","313.2807922","245.0458527","614.446228","221.1678772","129.8985901","625.8587646","313.2024231"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","639","1265","0.492338121","182.3049927","0","3904.218994","45.04893875","0","0","80.80276489","0","60.41819","239.1443329","382.5778503","337.2654419","811.4281006","167.7805176","124.9307938","803.4873657","354.181427"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","662","169","16.99584961","157.3682861","6.775626183","783.9289551","75.0870285","38.53199005","10.82712936","148.9674072","0.017981028","191.082489","448.8222351","508.0270386","212.1416168","356.526947","271.9943848","176.2890015","1000.660278","361.4827881"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","650","666","0","74.21394348","0","3154.485352","91.34698486","0","0","106.18647","0","34.8875618","180.7690125","379.9285278","309.5558472","519.2467651","244.465271","134.1874847","384.80896","277.1508484"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","665","41","0","67.89880371","0","3973.939697","34.67107773","0","0","112.5700836","0","76.4023056","214.4989014","394.4421387","224.4663239","437.7399597","216.9177246","116.9106522","633.7159424","267.1717529"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","653","1046","8.809387207","28.11276436","0","3700.508789","446.8122559","96.18088531","0","70.4464798","0","8.36577034","52.14081192","316.2123718","322.5140381","364.7887878","116.9210052","76.26903534","1840.446533","92.42930603"
"vasculature","Unknown","Unknown","Unknown","1","vasculature","632","1228","48.79768753","1786.982178","21.33617592","3247.820068","90.19023132","2.39712882","0","105.7344589","0.075680271","313.7322388","652.8622437","248.3185883","292.0854187","499.0142517","332.5383911","221.0896759","671.3044434","691.2694702"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","662","550","0.118647933","523.3320313","0","2703.437988","80.88336945","0.34782961","0.018437263","87.79196167","0","33.84258652","155.1027222","299.7819214","262.4009705","456.8916321","179.3885498","102.4816971","514.6277466","241.510498"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","657","772","0","129.5193787","0","3882.295898","127.0192261","0","0","115.0415268","0","82.20865631","244.0375366","342.0986023","284.6941223","464.5591736","192.7028503","24.51978683","636.2350464","387.7911072"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","667","191","0","0","0","1705.43689","33.38812637","0","0","0","0","14.69146061","26.2399292","101.4189758","0","261.0986938","0","42.43972015","0","174.4635162"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","647","1152","0","74.35287476","0","1046.168457","185.3009033","0","0","57.39116669","0","10.95896816","73.24188995","169.5045013","122.6991043","298.3016663","140.4591675","50.11606216","83.85971069","98.78781128"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","648","1284","0.359376878","78.57276917","0.328596354","2475.829346","32.09698105","0","0.369940341","67.31565094","0","31.86371422","138.8587036","265.1631775","222.2954254","623.5923462","121.7980728","126.0884628","118.5084839","222.5371857"
"Unknown","Unknown","Unknown","Unknown","0","Unknown","677","220","0","0","0","2264.693359","82.83809662","0","655.8939819","65.54950714","0","72.67649841","1403.359375","1938.642578","0","909.7324829","0","96.67301941","599.5899048","126.7283096"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","642","1300","0","166.1214447","0","1270.418335","25.32677841","1.551585674","0","60.08961487","0","9.930512428","98.50649261","170.4312592","155.127243","473.0567017","129.2760773","113.0675049","376.9929504","130.0750732"
"immune cells","Unknown","Unknown","Unknown","5","immune cells","681","401","0.8420223","13.17626953","0.117431343","1491.658203","29.8920269","46.13134766","0.181110293","77.88248444","0","43.68185425","194.1903229","248.8392334","124.5444794","243.1830597","0","87.45392609","224.636673","231.7544708"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","642","1382","0.386910826","104.8711395","0","2243.087402","35.35944366","0","0","88.45540619","0","28.33028221","181.9599915","246.2010803","235.1970215","677.2316284","203.3621521","242.3577423","769.940979","263.6998901"
"immune cells","Unknown","Unknown","Unknown","5","immune cells","681","708","3.00450182","43.21659851","0.081245139","2438.863037","68.8128891","42.27241516","0.049837977","107.0775528","0.000733","41.21464539","139.0578308","404.9255371","263.7967834","591.7133789","297.8159485","140.2838898","1673.94397","251.0830994"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","684","538","0.118854217","88.47429657","0","3676.528076","42.09802246","0.085897982","0","89.02992249","0","20.28753281","115.0156174","507.5181885","325.3189697","440.7938232","260.3235168","193.0768433","1108.144897","210.1670227"
"Unknown","Unknown","Unknown","Unknown","0","Unknown","692","395","0","26.99223709","0","818.9664917","31.06590843","0","0","52.75355911","5.77e-05","7.816192627","67.04236603","318.8408203","147.3405304","339.7033691","283.9730835","23.50739861","300.5072937","72.55715179"
"immune cells","CD3+ T cells","CD8+ T cells","Unknown","13","CD8+ T cells","696","114","2.446918488","43.20931244","0","3206.839844","80.37608337","45.41966248","0","183.5515137","1.842493534","108.9003067","141.2798309","519.0235596","252.8017883","343.3843994","452.7365112","97.26459503","1061.389771","159.5847778"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","673","1135","0","118.066597","0","1893.465332","266.4408569","0","0","32.62133026","0","10.7396841","58.19569778","169.6411438","24.12635422","306.5438843","98.69289398","0","0","343.7398987"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","685","645","0.105513521","94.87677002","0.000125","2633.763184","69.95240784","6.850446701","0.00054","92.66551208","0","19.59274673","121.0627365","333.0114746","266.0158691","359.2019348","326.4561462","106.7431793","1585.990356","189.4389496"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","684","1098","0.54611516","262.3124695","0","3236.296143","273.532135","1.114030242","0","81.76747131","0","9.53940773","89.1648941","270.6081543","241.648407","259.8747864","69.50139618","47.07546234","124.325325","103.2230301"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","693","344","0","0","0","5014.732422","24.17670059","0","0","102.9055939","0.178299084","106.5384903","360.4741211","153.0289154","284.7817993","337.2070923","191.5122681","124.6889648","213.3088226","364.5837708"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","674","1299","0.304514021","115.0754547","0","1680.401855","29.72327995","0","0.033596523","74.27216339","0","55.4538002","210.2328339","251.6691132","173.0967255","449.7095337","182.9302521","137.5923004","704.0527344","325.2723999"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","694","607","0","78.89573669","0","2668.813477","65.81946564","0","0","22.91642189","0","27.82361221","148.1963806","334.6340637","250.6145782","486.8629456","186.6887054","0","0","325.9062805"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","686","1269","0.188788995","10.08989906","0","2824.673828","31.48228455","0","0","67.26335144","0","17.87519836","96.01216125","253.5140076","270.1052246","695.2665405","114.7905884","71.08778381","394.2945557","152.5980988"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","698","663","0","119.1898041","0","2175.054199","96.16936493","0","0","0","0","13.15653038","73.69143677","232.219101","162.30336","317.3020325","0","44.93394089","189.8683624","121.9937973"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","711","224","0","104.4171524","0","2530.528809","57.15660858","0","0","84.274086","0.000371","15.15719128","205.3180389","334.2810059","141.2398376","420.3346863","178.5503693","96.88484955","336.1159363","323.5868225"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","694","1303","0.016391413","53.72990036","0","1591.633057","29.04901505","0","0","73.09565735","0","18.18013","116.9211273","203.482193","150.8804474","533.7736816","135.1033936","154.7430115","493.9701843","139.5831909"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","727","203","0","1.90626955","1.437129736","1718.505615","27.90781784","21.31398773","5.133439064","50.3804512","0","134.4925842","7.649971008","80.69387817","28.88696861","193.0237274","76.23311615","22.60509109","68.26557922","1.414740443"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","710","1153","0","20.6681366","0","2400.850342","282.6289673","0","0","59.59294128","0","0","21.31334114","70.16914368","174.063446","248.1856079","106.7646942","0","913.0751343","230.9197235"
"immune cells","CD11c+ DCs","Unknown","Unknown","9","CD11c+ DCs","710","1323","27.42619324","3.107091188","0","1521.992798","34.73588943","51.99131775","0","69.35817719","0","121.3502197","225.0499268","579.8682861","191.3516693","452.7387695","144.2185211","275.813324","2858.036133","215.6136017"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","702","891","0","0","0","2096.877197","83.5218277","0.799578965","0","89.57861328","0","36.70772552","189.0343781","233.2219086","224.760376","528.4065552","193.4223785","113.9085846","1282.824951","294.212677"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","725","523","0.049002849","144.0091095","0","3653.827637","42.86011505","0.137321934","0","91.29885864","0","21.44244957","126.5481491","378.8643799","298.6906128","446.8985901","188.5270691","136.9210815","455.0527039","201.5128174"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","712","1260","0","39.23261261","0","2844.850586","37.38683701","0.056819394","0","68.26737213","0","20.89915848","148.0743256","335.9934387","261.5487061","772.5998535","130.8117218","97.90962219","1146.370972","210.3583984"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","724","969","0.935941696","131.716156","0.022631377","3220.106201","68.2926712","0.130418107","0","103.1315689","0","73.79056549","294.300354","457.6816406","308.7947693","622.8243408","369.1691589","204.6547699","3251.489014","428.7245789"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","722","1295","0.126228556","79.68476105","0.001934838","942.0686035","22.159832","0","0.002275961","62.11499405","0","24.12255478","148.1388702","173.9091797","122.9620361","381.135437","155.6160431","185.7898865","451.6600952","168.5460052"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","741","568","0.163502514","175.6485901","0","4475.893066","53.43432617","0.217357621","0","85.61410522","0","24.04029465","130.0798187","411.0015564","335.0189819","409.335144","136.8539276","101.10112","201.58078","225.4420776"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","745","246","0.683260441","87.71524048","0","2556.346191","33.22153854","0","0","58.08856201","0","43.59375","168.8415527","101.9561615","185.0997772","334.6923218","121.5631332","54.14697647","342.7166748","272.7938843"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","744","649","1.005387902","176.2949066","0.147270113","3941.374023","248.0488434","1.477370739","0.076867819","85.86027527","0.031609196","31.25466919","119.8117828","316.918457","368.4931641","387.053894","83.54166412","150.6099091","641.4830933","199.058548"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","735","1290","0.024952747","86.90704346","0.008464209","1813.667358","26.03944969","0.122949801","0.009956498","54.54335022","0","13.2947073","67.96199799","170.2501984","180.6613922","514.3034668","115.2812347","102.3669891","322.6905518","109.5285797"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","726","1436","0.473787665","167.723465","0","3767.532227","41.11369705","0","0","86.11074829","0","56.91513824","282.3925171","304.3397827","254.0435791","507.0288391","281.7077332","233.5796204","2376.000977","315.1687317"
"immune cells","CD3+ T cells","Unknown","Unknown","6","CD3+ T cells","751","225","0","100.7368698","0","2675.404541","36.95992661","87.17894745","0","276.2886658","0","19.93650436","95.2756958","344.3954773","49.8894577","225.9933624","1.81880641","471.1819153","1593.85376","124.2726593"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","762","243","0","76.05322266","0","2956.092773","30.07254028","0","0","149.7692719","0","87.65867615","245.5069122","247.9332886","26.51063156","195.8717346","340.7678528","134.6723785","445.9431458","344.5388794"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","732","1249","1.002616525","0","0","3440.523438","34.76241302","0","0","6.227707863","0","52.96127319","210.8570251","324.2666016","275.5031433","540.8286743","242.7554169","0","0","290.4520264"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","756","1023","6.781589031","178.8074951","0.23206161","3588.4375","50.44312286","0.584529221","0.050402518","100.8165894","0.004550227","131.1764069","394.5974731","357.2215576","363.0307922","398.8204346","365.5246887","252.2576141","971.6933594","557.5653076"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","744","1313","0","163.372818","0","1189.370361","27.88001442","0","0","74.35263062","0","28.63353539","137.3779907","304.5740662","193.2515869","573.7043457","157.9768677","138.6179657","1021.161133","224.4345093"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","775","224","44.63910675","33.43845367","0","2625.207275","33.29318237","59.09415054","0","154.6206665","0","27.30882072","94.64862061","432.4685669","837.2565308","340.6263123","1035.266846","42.19275665","873.2512817","132.0240479"
"immune cells","Unknown","Unknown","Unknown","5","immune cells","769","386","28.66147804","576.4331055","0.256873399","138.6940308","296.5959778","136.1276703","0.262638986","104.5151215","0.026593396","143.5216217","340.1174316","105.0102463","93.20981598","189.7759094","667.3079834","223.0632324","796.0770874","361.2150269"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","750","1245","0.719595432","221.7978973","0.069999531","2773.804443","51.29676437","0.64394033","0.007806161","94.55489349","3.91e-05","102.2064362","350.6202393","238.4430084","226.7910004","449.2222595","286.867981","243.8137512","1370.469849","320.9047241"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","766","961","0","17.79442215","0","3956.436035","80.3026886","0","0","97.87706757","0","16.83161163","132.2324371","386.9576416","419.3667297","573.8605347","261.2758179","169.3161163","3889.258301","203.8161163"
"Unknown","Unknown","Unknown","Unknown","0","Unknown","786","387","0","831.4995117","0","801.3753052","85.86904907","0","0","453.9046631","0.312614262","39.30248642","210.0486755","253.4651642","170.9740601","238.4574585","0","828.4348755","986.4196167","393.6716919"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","781","603","0","65.99547577","0","2635.907715","72.52114868","0.000646","0","93.32128143","0","9.506296158","127.8663254","274.9031372","241.5359955","447.2583008","172.3903809","98.40425873","695.9735107","116.8889236"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","779","932","0.174574748","553.5380249","0","1667.01123","82.65756226","0.02775291","0","95.39659882","0","37.10877228","198.9149475","306.5908813","303.4597168","600.7207031","275.8388672","168.3196106","678.927063","371.311554"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","802","357","0.221246421","14.18100643","0","3157.497803","52.73220444","51.44691467","0","156.5502319","0","26.77441025","143.6588287","323.5202026","253.3542633","436.7724609","443.1040649","31.20255661","428.9039001","234.214386"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","782","1267","1.115865707","458.1211243","0","2901.909912","39.59315491","0","0","71.92626953","0","44.69782639","197.541153","313.2172546","259.8742676","573.5490723","175.1652374","152.3627319","2044.387695","211.3285065"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","801","358","0","7.90402317","0","3457.858154","27.7231636","0","0","58.80476761","0","17.89725876","136.3303833","532.4376831","203.6775208","509.3681946","0.003634032","38.6318779","269.5884705","203.9266968"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","775","1308","0","173.594635","0","2006.979614","37.82627487","0.175871313","0","90.5667572","0","19.825737","123.9613953","406.0305481","347.1828308","721.6155396","253.1115265","274.7302856","2708.928223","182.1957092"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","805","679","0.000448","53.22167587","0","5001.500977","61.85311127","0.054635022","0","91.52619934","0","15.63725948","88.43080902","442.886261","414.8213196","474","147.774292","141.0434418","1232.603638","197.5288849"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","816","586","0","141.2184601","0","3255.687012","60.6505394","0","0","77.28744507","0","16.96290398","849.8745117","346.3495483","281.6089478","444.1069031","139.1392365","65.86159515","409.2285461","144.3318939"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","814","658","1.117185116","65.90486145","0","3040.162842","71.9411087","1.669586182","0","166.5203857","0","39.89338684","210.7354279","428.6369629","310.7001038","500.9468384","506.2337646","119.8927841","1256.701904","219.9441223"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","816","1004","1.006724358","43.25264359","0","2937.135498","49.9068222","0.135446683","0","90.65513611","0","92.28530121","304.4639893","381.7252502","321.8612061","594.0667725","244.8477478","145.0585938","1523.298218","409.3866577"
"immune cells","NK cells","Unknown","Unknown","12","NK cells","790","1326","0.724626303","221.6199799","0","1683.671143","34.87804794","68.57080841","0","84.56333923","0","39.68568039","134.395752","410.2049561","290.8099976","547.7852173","191.1109314","158.3922119","1005.732117","203.5165253"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","813","1301","0.41420117","202.6183472","0","1549.961548","31.62574005","0","0","68.30473328","0","11.46597672","62.61242676","331.3313599","231.6257324","549.4423218","166.1161194","140.7470398","1196.275146","92.06139374"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","827","525","1.803137064","328.1419983","0.030464899","1139.224121","32.68537903","0.822363198","0.079854958","50.75270844","0.007558526","25.53420067","161.6528625","277.8065186","122.6760559","357.8867188","81.46730804","104.3086548","153.0602112","100.4516754"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","824","1152","0","12.01473045","0","1940.87915","322.6878967","0","0","62.28093338","1e-04","21.77005386","144.6764069","116.4937057","161.6982727","211.9125214","105.2547455","62.67457581","1299.950806","154.2199554"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","833","537","0","0","0","2547.557861","36.66883469","0","0","73.23864746","0","17.72229576","151.0050354","150.6728058","170.3233948","423.3323669","148.6247559","43.80782318","377.5838623","181.3216553"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","835","513","0","0","0","3051.577393","17.2922802","0","0","53.92615128","0","0","0","199.4556885","219.8707886","328.6864014","131.9870453","0","158.5904694","0"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","832","577","6.934112549","178.0571442","0.025521381","925.2734985","76.95543671","2.017323732","0.068790391","81.24663544","0.679543436","140.0399628","210.9084778","115.5196609","100.8784866","233.4268036","191.3323059","119.2708588","792.8917847","382.4618225"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","832","718","1.450864315","102.9623108","0","2605.325439","71.0627594","0.025229715","0","122.2211456","0","62.59912872","254.055603","344.8087463","262.2670898","426.5779419","175.4004059","175.3684845","996.8738403","339.9872437"
"aSMA+ stroma","Unknown","Unknown","Unknown","3","aSMA+ stroma","857","13","0","0","0","5154.17627","52.59425354","0","0","74.12024689","0","106.192627","0","0","210.658905","325.6447754","112.6521454","0","48.65610886","97.79920959"
